Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
49,Self Enquiry,3,36,Small Business,Female,4,4,Standard,3,Married,5,0,4,0,2,Senior Manager,31182,0
30,Self Enquiry,3,16,Small Business,Female,3,6,Basic,4,Unmarried,3,0,1,1,2,Executive,21438,1
41,Self Enquiry,1,11,Salaried,Male,2,1,Deluxe,4,Unmarried,4,0,5,1,0,Manager,21870,0
34,Self Enquiry,1,14,Salaried,Female,2,3,Deluxe,5,Married,4,0,5,1,0,Manager,20121,0
26,Self Enquiry,1,31,Salaried,Male,2,5,Basic,3,Single,2,0,2,1,1,Executive,17293,1
52,Company Invited,1,31,Small Business,Female,2,4,Super Deluxe,3,Married,4,0,5,0,1,AVP,28826,0
37,Self Enquiry,1,11,Salaried,Male,3,5,Deluxe,3,Unmarried,3,0,5,1,2,Manager,24488,0
37,Self Enquiry,1,16,Small Business,Male,3,5,Deluxe,4,Married,4,1,4,0,2,Manager,27525,0
23,Self Enquiry,1,7,Salaried,Male,4,4,Basic,3,Unmarried,2,0,3,0,3,Executive,22053,0
27,Company Invited,1,8,Small Business,Male,2,3,Basic,3,Single,3,0,3,0,1,Executive,17580,0
32,Self Enquiry,1,7,Small Business,Male,3,4,Basic,4,Single,3,0,3,0,1,Executive,21179,0
37,Self Enquiry,1,16,Small Business,Male,4,5,Basic,3,Married,2,1,1,1,3,Executive,22066,1
30,Self Enquiry,3,10,Small Business,Female,3,4,Deluxe,4,Married,2,1,3,1,1,Manager,20209,0
34,Self Enquiry,3,16,Small Business,Female,4,4,Deluxe,5,Unmarried,2,1,3,0,2,Manager,26902,1
39,Self Enquiry,3,21,Small Business,Male,3,3,Super Deluxe,5,Unmarried,1,0,1,1,2,AVP,28341,0
43,Company Invited,1,35,Large Business,Female,3,5,Deluxe,3,Married,2,0,3,0,2,Manager,23201,0
59,Company Invited,2,8,Salaried,Female,2,4,King,3,Divorced,1,0,2,1,1,VP,33844,0
34,Self Enquiry,3,23,Salaried,Female,4,4,Standard,5,Unmarried,4,1,5,0,1,Senior Manager,27242,1
30,Self Enquiry,1,30,Salaried,Male,3,4,Basic,3,Single,2,0,3,0,1,Executive,20879,0
46,Company Invited,3,13,Small Business,Female,3,5,Standard,3,Unmarried,8,0,4,1,1,Senior Manager,27543,0
39,Company Invited,1,16,Salaried,Male,4,4,Deluxe,5,Married,6,0,3,0,3,Manager,25571,1
31,Company Invited,3,32,Small Business,Male,3,3,Deluxe,3,Married,2,1,3,0,1,Manager,20617,1
32,Self Enquiry,3,14,Small Business,Male,2,1,Deluxe,3,Divorced,2,0,5,0,0,Manager,21209,0
29,Self Enquiry,3,12,Small Business,Male,3,4,Deluxe,5,Unmarried,2,0,1,1,1,Manager,27141,0
28,Self Enquiry,1,18,Salaried,Female,3,3,Basic,3,Divorced,2,1,4,1,0,Executive,17515,1
50,Self Enquiry,1,16,Large Business,Male,3,4,Standard,3,Unmarried,7,0,5,0,2,Senior Manager,25496,0
41,Self Enquiry,3,10,Small Business,Female,2,3,Standard,3,Married,1,1,1,0,1,Senior Manager,25447,0
50,Self Enquiry,1,6,Small Business,Male,3,3,Super Deluxe,3,Married,1,0,5,0,2,AVP,32399,0
39,Company Invited,1,9,Small Business,Female,3,5,Basic,4,Single,3,0,1,1,1,Executive,21118,0
31,Company Invited,3,8,Salaried,Female,2,3,Standard,3,Married,2,1,1,1,0,Senior Manager,24852,0
37,Self Enquiry,3,16,Salaried,Male,3,5,Deluxe,5,Unmarried,2,0,2,0,1,Manager,22085,1
33,Self Enquiry,1,6,Salaried,Male,3,4,Basic,5,Single,4,1,4,1,1,Executive,17799,0
31,Company Invited,3,13,Small Business,Female,3,3,Standard,5,Married,3,0,1,1,2,Senior Manager,24637,0
46,Company Invited,1,14,Salaried,Male,4,4,Standard,5,Married,3,0,2,1,3,Senior Manager,23888,0
37,Self Enquiry,1,9,Salaried,Male,2,3,Standard,3,Married,2,0,1,1,0,Senior Manager,24434,0
36,Self Enquiry,3,9,Small Business,Female,4,4,Basic,3,Divorced,3,0,2,1,1,Executive,20692,0
51,Company Invited,3,19,Small Business,Female,4,4,Standard,3,Unmarried,6,0,5,1,3,Senior Manager,27886,0
29,Self Enquiry,3,33,Small Business,Female,2,3,Standard,3,Divorced,2,0,3,1,1,Senior Manager,22639,1
31,Self Enquiry,3,12,Small Business,Male,3,1,Deluxe,3,Married,5,0,5,1,1,Manager,20460,0
38,Self Enquiry,1,6,Large Business,Female,3,3,Standard,5,Divorced,2,0,4,1,2,Senior Manager,28582,0
39,Self Enquiry,3,11,Large Business,Male,2,3,Deluxe,3,Married,4,0,1,0,0,Manager,17086,1
37,Company Invited,3,17,Small Business,Male,3,4,Standard,3,Single,3,0,1,1,2,Senior Manager,28658,0
40,Self Enquiry,1,17,Small Business,Male,4,4,Deluxe,5,Married,4,0,5,1,3,Manager,24055,0
55,Self Enquiry,1,26,Large Business,Male,2,3,Deluxe,3,Divorced,4,1,2,1,1,Manager,20415,0
40,Self Enquiry,1,30,Small Business,Male,4,4,Basic,5,Unmarried,2,0,3,0,3,Executive,22582,1
37,Self Enquiry,3,6,Salaried,Male,2,4,Standard,3,Married,6,0,1,1,1,Senior Manager,25609,1
39,Self Enquiry,3,30,Small Business,Female,2,4,Super Deluxe,3,Married,1,0,1,1,1,AVP,27031,0
34,Company Invited,1,7,Small Business,Male,3,5,Basic,3,Married,3,0,3,0,1,Executive,20686,0
20,Self Enquiry,1,32,Salaried,Female,3,2,Basic,3,Unmarried,3,1,5,1,1,Executive,21672,0
39,Self Enquiry,1,16,Salaried,Female,4,4,Basic,3,Single,3,0,2,1,2,Executive,20966,0
34,Self Enquiry,1,22,Small Business,Female,4,4,Deluxe,3,Married,2,1,1,1,2,Manager,23556,0
31,Company Invited,1,9,Small Business,Female,3,4,Basic,3,Single,2,0,4,1,1,Executive,21242,0
45,Self Enquiry,1,9,Salaried,Female,4,2,Standard,3,Married,3,1,4,1,1,Senior Manager,26557,0
35,Company Invited,1,29,Salaried,Male,3,5,Deluxe,3,Married,3,1,1,1,1,Manager,24425,0
31,Self Enquiry,1,6,Small Business,Male,2,3,Basic,4,Single,2,0,3,0,0,Executive,17501,0
59,Self Enquiry,3,9,Salaried,Female,2,4,Deluxe,3,Single,6,0,3,0,0,Manager,20171,0
36,Self Enquiry,1,25,Salaried,Male,3,2,Deluxe,5,Married,3,0,3,0,2,Manager,23886,0
29,Self Enquiry,3,16,Small Business,Male,2,3,Basic,4,Married,2,0,2,0,1,Executive,17297,0
40,Company Invited,1,22,Small Business,Male,2,4,Deluxe,3,Single,7,0,5,0,0,Manager,20094,0
21,Self Enquiry,1,16,Salaried,Female,2,4,Basic,5,Single,2,0,3,0,1,Executive,16416,1
49,Self Enquiry,1,11,Salaried,Male,3,4,Standard,3,Unmarried,3,0,5,1,2,Senior Manager,26576,0
30,Self Enquiry,2,15,Salaried,Male,2,3,Deluxe,3,Divorced,1,1,3,1,1,Manager,21347,0
40,Company Invited,1,15,Small Business,Female,2,3,Standard,3,Unmarried,1,0,4,0,0,Senior Manager,28499,0
40,Self Enquiry,3,13,Small Business,Male,3,2,Standard,3,Married,4,0,4,1,2,Senior Manager,26915,0
43,Company Invited,1,27,Small Business,Male,3,3,Basic,3,Married,1,0,4,1,2,Executive,17258,0
45,Self Enquiry,1,6,Salaried,Male,3,1,King,3,Married,1,0,4,1,1,VP,34202,0
30,Company Invited,1,9,Salaried,Male,2,3,Basic,3,Married,5,0,3,1,0,Executive,17097,0
33,Self Enquiry,1,8,Salaried,Female,2,3,Basic,5,Divorced,1,0,3,1,0,Executive,17707,1
32,Company Invited,1,22,Small Business,Male,4,4,Basic,3,Married,3,0,4,1,1,Executive,21288,1
46,Company Invited,3,32,Salaried,Male,3,4,Deluxe,4,Unmarried,1,0,4,1,2,Manager,22991,0
46,Self Enquiry,3,10,Small Business,Female,2,4,King,4,Divorced,3,0,5,1,0,VP,33789,0
37,Company Invited,1,11,Salaried,Female,4,4,Deluxe,4,Married,2,0,3,1,2,Manager,23809,0
53,Self Enquiry,3,6,Small Business,Female,2,3,Deluxe,5,Unmarried,1,0,1,1,1,Manager,23381,0
34,Self Enquiry,3,15,Small Business,Male,3,4,Deluxe,3,Married,2,0,1,0,1,Manager,25782,0
39,Company Invited,1,15,Small Business,Female,3,5,Deluxe,4,Married,3,1,1,1,1,Manager,20811,0
41,Company Invited,3,12,Salaried,Male,3,5,Standard,5,Divorced,7,1,5,0,2,Senior Manager,29153,0
36,Self Enquiry,1,9,Salaried,Female,2,3,Basic,3,Married,6,0,2,1,0,Executive,17835,0
28,Self Enquiry,1,9,Small Business,Male,3,4,Basic,4,Divorced,2,0,5,1,1,Executive,22146,0
50,Self Enquiry,1,15,Salaried,Female,3,4,Standard,4,Married,6,0,4,0,2,Senior Manager,26081,0
38,Company Invited,1,12,Small Business,Female,3,5,Deluxe,3,Married,1,1,2,0,2,Manager,20329,0
51,Self Enquiry,1,16,Salaried,Male,4,4,Basic,3,Divorced,6,0,5,1,1,Executive,21058,0
27,Self Enquiry,1,14,Salaried,Male,4,2,Basic,5,Unmarried,2,0,1,1,1,Executive,22256,0
21,Self Enquiry,3,18,Salaried,Female,2,2,Basic,4,Single,2,0,5,0,1,Executive,17716,1
23,Self Enquiry,1,12,Salaried,Male,3,1,Basic,5,Married,2,1,3,0,0,Executive,16601,1
43,Company Invited,1,16,Small Business,Female,4,4,Basic,3,Unmarried,3,0,4,1,2,Executive,22351,0
55,Self Enquiry,3,6,Salaried,Male,3,3,Standard,3,Divorced,4,0,2,0,1,Senior Manager,25239,0
37,Self Enquiry,1,6,Large Business,Female,2,3,Standard,3,Unmarried,5,0,5,1,0,Senior Manager,22491,0
30,Self Enquiry,1,8,Salaried,Female,2,5,Deluxe,3,Single,3,0,2,0,1,Manager,21091,0
30,Self Enquiry,1,26,Large Business,Male,3,4,Deluxe,3,Married,6,0,5,0,1,Manager,22940,0
29,Self Enquiry,3,16,Salaried,Male,2,3,Basic,3,Single,2,0,4,0,0,Executive,17642,0
29,Self Enquiry,2,15,Small Business,Male,4,5,Basic,3,Married,3,0,1,1,1,Executive,23614,0
29,Self Enquiry,1,9,Small Business,Male,3,4,Standard,3,Divorced,2,0,2,1,2,Senior Manager,26935,0
43,Company Invited,1,8,Salaried,Female,4,2,Standard,4,Single,3,0,3,1,1,Senior Manager,21050,1
25,Self Enquiry,1,6,Small Business,Female,2,3,Basic,4,Single,2,0,3,1,0,Executive,17096,0
37,Self Enquiry,1,17,Salaried,Male,3,4,Standard,5,Married,2,1,5,1,2,Senior Manager,26999,0
31,Company Invited,3,29,Salaried,Female,4,4,Standard,5,Divorced,2,0,2,1,1,Senior Manager,27090,0
34,Self Enquiry,1,21,Small Business,Female,4,4,Basic,4,Divorced,3,0,5,0,1,Executive,21434,0
35,Self Enquiry,1,13,Salaried,Male,2,3,Standard,3,Unmarried,4,0,3,0,1,Senior Manager,25221,0
34,Self Enquiry,1,14,Salaried,Female,2,3,Deluxe,5,Married,4,0,5,1,1,Manager,20121,0
33,Company Invited,3,6,Salaried,Female,2,2,Deluxe,5,Divorced,3,0,3,1,0,Manager,20376,0
33,Self Enquiry,1,6,Salaried,Female,2,4,Deluxe,3,Unmarried,1,0,4,0,0,Manager,21949,0
41,Self Enquiry,3,26,Small Business,Female,3,3,Basic,4,Single,2,1,4,0,2,Executive,18140,1
23,Self Enquiry,1,15,Salaried,Male,4,6,Basic,5,Married,3,0,1,0,2,Executive,21129,0
35,Company Invited,1,6,Small Business,Male,3,3,Basic,5,Married,5,0,1,0,1,Executive,17194,0
41,Self Enquiry,1,18,Large Business,Female,2,3,King,3,Divorced,2,0,4,1,0,VP,34545,1
27,Self Enquiry,1,8,Salaried,Female,2,3,Basic,5,Married,2,0,3,1,1,Executive,17341,0
37,Company Invited,3,10,Small Business,Male,3,5,Standard,3,Divorced,6,0,2,0,2,Senior Manager,28377,0
54,Self Enquiry,1,9,Salaried,Male,2,3,Super Deluxe,3,Married,4,0,5,0,0,AVP,32779,0
43,Company Invited,1,16,Salaried,Female,2,4,Deluxe,3,Married,2,0,3,1,0,Manager,20257,0
39,Company Invited,1,8,Large Business,Female,3,3,Standard,3,Unmarried,1,0,2,1,1,Senior Manager,25938,0
38,Self Enquiry,3,13,Small Business,Male,4,4,Deluxe,3,Married,6,0,3,1,1,Manager,25180,0
27,Self Enquiry,1,10,Salaried,Female,3,3,Basic,3,Single,2,0,1,0,0,Executive,17318,0
28,Company Invited,2,6,Salaried,Male,2,3,Basic,3,Married,2,0,4,0,1,Executive,17706,0
42,Self Enquiry,2,8,Large Business,Male,2,3,Basic,3,Married,1,1,4,1,0,Executive,17696,0
35,Self Enquiry,1,31,Large Business,Male,3,4,Standard,4,Married,4,0,3,1,1,Senior Manager,25903,0
41,Company Invited,3,9,Small Business,Male,4,4,Deluxe,4,Divorced,7,0,4,1,3,Manager,23005,0
43,Company Invited,1,9,Salaried,Male,3,4,Standard,3,Married,4,1,3,1,1,Senior Manager,28802,0
30,Self Enquiry,1,7,Large Business,Male,4,5,Basic,5,Single,8,0,3,0,3,Executive,21040,1
20,Self Enquiry,3,15,Salaried,Male,2,3,Basic,5,Single,2,0,1,0,1,Executive,17728,0
41,Company Invited,3,35,Salaried,Male,3,6,Standard,5,Married,5,0,5,1,1,Senior Manager,29610,0
57,Self Enquiry,3,35,Small Business,Male,2,4,Super Deluxe,3,Married,4,0,3,0,0,AVP,29118,0
54,Company Invited,1,7,Salaried,Female,2,3,Standard,3,Married,1,0,5,0,1,Senior Manager,25502,0
29,Self Enquiry,1,16,Small Business,Female,4,4,Basic,3,Married,7,0,3,0,1,Executive,21055,0
37,Self Enquiry,1,13,Small Business,Male,1,3,Standard,3,Single,5,0,2,0,0,Senior Manager,28664,0
41,Company Invited,1,33,Small Business,Female,3,4,Deluxe,4,Married,3,0,1,0,2,Manager,24283,0
47,Company Invited,1,20,Large Business,Male,3,3,Deluxe,4,Married,1,0,3,0,2,Manager,20467,0
55,Self Enquiry,1,15,Salaried,Female,3,4,Deluxe,3,Unmarried,2,0,2,1,1,Manager,22458,0
59,Self Enquiry,2,12,Small Business,Male,2,3,Basic,3,Divorced,1,0,4,1,0,Executive,17267,0
36,Self Enquiry,3,7,Small Business,Male,3,4,Deluxe,3,Married,2,0,3,0,2,Manager,23395,0
29,Self Enquiry,3,9,Small Business,Female,3,3,Deluxe,3,Married,2,0,1,0,0,Manager,20561,0
60,Self Enquiry,1,9,Salaried,Female,4,5,Super Deluxe,3,Single,5,1,5,1,1,AVP,32404,0
34,Self Enquiry,1,7,Salaried,Female,3,5,Deluxe,3,Unmarried,2,0,4,0,1,Manager,25627,0
40,Self Enquiry,3,10,Small Business,Male,3,4,Standard,3,Married,1,0,1,1,1,Senior Manager,25855,0
49,Self Enquiry,1,7,Salaried,Female,3,5,Super Deluxe,5,Married,2,0,4,0,1,AVP,34080,0
48,Self Enquiry,3,13,Small Business,Male,3,3,Deluxe,5,Married,5,0,4,1,1,Manager,20486,0
31,Self Enquiry,3,12,Small Business,Female,2,5,Deluxe,3,Married,3,0,2,0,1,Manager,24796,0
36,Self Enquiry,1,32,Salaried,Male,3,3,Deluxe,3,Married,7,0,3,1,0,Manager,20347,0
29,Self Enquiry,1,14,Salaried,Male,3,5,Basic,5,Married,2,1,3,0,1,Executive,17119,1
22,Self Enquiry,1,11,Salaried,Male,2,1,Basic,4,Married,2,1,4,1,0,Executive,17328,0
36,Self Enquiry,1,33,Small Business,Male,3,3,Deluxe,3,Divorced,7,0,3,1,0,Manager,20237,0
35,Self Enquiry,3,22,Small Business,Male,3,3,Standard,4,Divorced,1,0,2,1,2,Senior Manager,23020,0
33,Self Enquiry,1,27,Small Business,Male,3,1,Basic,4,Married,2,0,1,1,1,Executive,17028,0
44,Self Enquiry,1,16,Salaried,Male,2,3,Deluxe,3,Married,3,1,3,0,1,Manager,21465,0
23,Self Enquiry,1,10,Small Business,Female,2,3,Basic,4,Single,2,0,3,1,1,Executive,18295,0
34,Company Invited,3,12,Small Business,Female,2,5,Basic,3,Married,1,0,4,1,1,Executive,17351,1
41,Self Enquiry,3,8,Salaried,Female,3,3,Super Deluxe,5,Married,1,0,5,1,2,AVP,31595,0
22,Self Enquiry,3,19,Salaried,Female,3,3,Basic,4,Unmarried,3,0,5,0,2,Executive,21394,1
33,Self Enquiry,1,12,Salaried,Male,4,2,Basic,4,Married,2,1,1,1,3,Executive,21976,0
35,Self Enquiry,1,9,Small Business,Male,4,2,Basic,3,Married,2,1,1,0,2,Executive,21610,0
42,Company Invited,1,27,Small Business,Female,2,3,Deluxe,3,Married,3,0,1,0,0,Manager,20265,0
42,Company Invited,3,17,Small Business,Male,3,6,Deluxe,4,Unmarried,3,0,1,1,1,Manager,24829,0
43,Self Enquiry,1,7,Salaried,Female,3,5,Deluxe,3,Married,2,1,3,0,1,Manager,24740,0
20,Company Invited,1,12,Salaried,Female,3,4,Basic,3,Single,2,1,1,0,0,Executive,17926,1
45,Self Enquiry,1,6,Small Business,Female,3,3,Basic,3,Married,4,0,5,0,1,Executive,17270,0
31,Self Enquiry,1,12,Large Business,Female,3,4,Basic,5,Married,7,0,5,0,2,Executive,21882,0
46,Self Enquiry,1,21,Salaried,Male,2,3,King,4,Divorced,6,0,3,1,1,VP,34081,0
42,Self Enquiry,3,30,Salaried,Male,4,4,Standard,3,Unmarried,5,1,3,0,3,Senior Manager,25760,0
44,Self Enquiry,3,6,Small Business,Female,3,3,Deluxe,5,Married,6,1,1,1,1,Manager,20454,0
30,Company Invited,1,31,Salaried,Male,4,5,Basic,3,Single,3,1,3,1,3,Executive,21117,1
48,Self Enquiry,3,21,Small Business,Female,4,4,Deluxe,3,Divorced,5,1,5,1,1,Manager,23269,0
33,Company Invited,1,20,Salaried,Female,4,5,Basic,4,Divorced,3,0,5,0,1,Executive,21421,0
27,Self Enquiry,1,12,Salaried,Male,2,4,Basic,3,Married,2,0,1,1,1,Executive,17539,0
42,Self Enquiry,1,8,Salaried,Male,3,4,Deluxe,3,Unmarried,4,0,2,0,1,Manager,21781,0
36,Self Enquiry,3,25,Small Business,Female,3,4,Deluxe,3,Divorced,3,0,4,1,1,Manager,23279,0
47,Self Enquiry,1,9,Large Business,Male,3,4,Deluxe,3,Married,4,0,1,0,1,Manager,26057,0
31,Self Enquiry,3,19,Large Business,Female,3,4,Deluxe,3,Unmarried,2,0,2,1,1,Manager,25255,0
21,Self Enquiry,1,7,Salaried,Female,3,5,Basic,4,Unmarried,3,0,4,0,2,Executive,21514,0
36,Self Enquiry,1,7,Salaried,Female,4,6,Basic,3,Married,3,0,3,0,2,Executive,21655,0
32,Company Invited,1,8,Salaried,Male,3,3,Basic,3,Single,1,0,5,1,1,Executive,18068,0
25,Self Enquiry,1,7,Small Business,Male,4,4,Basic,3,Married,4,1,3,0,3,Executive,20971,1
26,Self Enquiry,1,10,Salaried,Male,2,3,Basic,3,Single,2,1,1,0,0,Executive,17875,0
32,Company Invited,3,8,Salaried,Female,3,3,Basic,5,Married,2,0,3,1,0,Executive,17827,0
42,Company Invited,1,8,Salaried,Male,2,3,Super Deluxe,3,Divorced,1,1,4,0,1,AVP,32861,0
35,Self Enquiry,1,33,Salaried,Male,2,3,Deluxe,3,Married,3,0,5,0,1,Manager,21883,0
43,Company Invited,1,16,Salaried,Female,2,3,Basic,3,Single,1,0,5,0,0,Executive,17455,0
37,Self Enquiry,3,9,Small Business,Male,4,5,Standard,3,Married,3,0,1,1,2,Senior Manager,26274,0
41,Company Invited,1,15,Small Business,Male,3,5,Standard,4,Married,4,0,1,1,2,Senior Manager,32435,0
49,Self Enquiry,1,6,Large Business,Female,2,4,Super Deluxe,3,Single,1,1,3,0,0,AVP,28964,0
44,Self Enquiry,1,13,Small Business,Female,2,4,Standard,3,Divorced,4,0,4,1,0,Senior Manager,25248,0
26,Self Enquiry,3,11,Small Business,Male,3,5,Deluxe,5,Divorced,3,0,3,1,2,Manager,22934,0
61,Self Enquiry,1,14,Salaried,Female,3,4,King,5,Married,7,0,5,1,1,VP,38244,0
30,Company Invited,3,32,Small Business,Female,2,4,Deluxe,5,Unmarried,6,0,2,0,1,Manager,21696,1
35,Self Enquiry,3,21,Small Business,Male,2,5,Deluxe,3,Married,7,1,1,1,1,Manager,20440,1
54,Self Enquiry,3,8,Salaried,Female,2,4,Standard,3,Married,7,0,5,1,1,Senior Manager,25686,0
29,Company Invited,3,6,Small Business,Female,2,3,Standard,3,Married,2,0,3,1,1,Senior Manager,22918,0
29,Company Invited,3,7,Large Business,Male,4,4,Basic,3,Divorced,5,0,3,1,1,Executive,21587,1
45,Self Enquiry,1,16,Salaried,Male,3,3,Basic,3,Divorced,4,0,5,1,0,Executive,17654,0
23,Self Enquiry,1,15,Small Business,Male,2,3,Basic,5,Married,2,0,3,1,0,Executive,17500,0
26,Self Enquiry,1,11,Large Business,Male,3,4,Basic,3,Divorced,3,1,3,1,1,Executive,22369,1
29,Self Enquiry,1,13,Salaried,Male,2,3,Basic,5,Single,4,0,4,0,0,Executive,17062,0
28,Company Invited,1,8,Small Business,Male,2,4,Basic,5,Single,1,0,4,0,0,Executive,17561,1
18,Company Invited,1,6,Salaried,Female,3,3,Basic,3,Single,2,0,5,1,1,Executive,16611,0
58,Self Enquiry,1,31,Salaried,Male,3,3,Standard,3,Married,5,1,4,1,2,Senior Manager,28117,0
59,Self Enquiry,1,16,Small Business,Female,4,5,Basic,4,Divorced,6,1,2,1,1,Executive,22024,0
32,Self Enquiry,1,6,Salaried,Male,3,3,Deluxe,4,Married,2,0,3,1,0,Manager,21220,0
41,Self Enquiry,3,9,Small Business,Female,4,4,Deluxe,4,Married,5,0,3,1,2,Manager,24355,0
45,Self Enquiry,3,19,Small Business,Male,2,1,Super Deluxe,3,Single,7,1,3,1,0,AVP,33824,1
30,Self Enquiry,3,11,Salaried,Female,2,3,Standard,3,Married,3,0,4,1,1,Senior Manager,24419,0
35,Self Enquiry,1,13,Salaried,Male,2,3,Standard,3,Unmarried,4,0,3,0,0,Senior Manager,25221,0
40,Self Enquiry,1,7,Small Business,Male,3,2,Standard,3,Married,2,0,3,1,1,Senior Manager,28291,0
33,Self Enquiry,1,13,Salaried,Male,3,4,Basic,3,Unmarried,5,0,2,0,2,Executive,21716,0
42,Self Enquiry,1,19,Large Business,Female,3,4,King,3,Divorced,3,0,4,1,1,VP,38223,1
39,Self Enquiry,1,11,Small Business,Female,3,4,Basic,3,Married,2,0,5,0,1,Executive,21984,0
34,Self Enquiry,3,10,Salaried,Male,3,3,Standard,3,Married,3,1,4,0,2,Senior Manager,24713,0
35,Self Enquiry,1,9,Large Business,Female,4,4,Deluxe,3,Unmarried,3,0,5,1,2,Manager,25365,0
33,Self Enquiry,1,7,Salaried,Male,4,4,Deluxe,4,Divorced,3,0,3,0,1,Manager,24898,0
29,Company Invited,3,20,Large Business,Female,3,4,Deluxe,4,Unmarried,7,0,3,1,1,Manager,22545,1
59,Company Invited,3,6,Salaried,Female,2,4,Deluxe,3,Single,1,0,5,1,1,Manager,20473,0
38,Self Enquiry,3,13,Small Business,Female,2,1,Deluxe,5,Married,2,1,3,1,1,Manager,20605,0
43,Self Enquiry,1,14,Small Business,Female,4,2,Deluxe,4,Divorced,8,1,1,0,1,Manager,21050,0
26,Self Enquiry,3,6,Salaried,Male,2,3,Deluxe,3,Married,2,0,5,0,1,Manager,20296,0
33,Self Enquiry,1,11,Salaried,Female,4,5,Deluxe,3,Married,3,0,4,1,2,Manager,24840,0
32,Company Invited,1,7,Salaried,Male,3,6,Deluxe,5,Married,3,0,1,1,2,Manager,23681,0
54,Self Enquiry,1,9,Large Business,Female,4,5,Standard,3,Married,2,0,5,1,3,Senior Manager,28847,1
40,Company Invited,1,29,Small Business,Female,3,4,Standard,5,Single,3,1,5,1,1,Senior Manager,29558,0
37,Self Enquiry,1,6,Salaried,Female,2,3,Basic,3,Single,2,0,1,1,0,Executive,17115,0
28,Self Enquiry,1,24,Large Business,Male,3,4,Basic,4,Married,2,1,4,0,1,Executive,21736,0
19,Company Invited,1,15,Small Business,Male,4,4,Basic,3,Single,3,0,5,0,1,Executive,20582,1
27,Company Invited,2,28,Salaried,Female,2,4,Basic,4,Married,2,0,1,1,0,Executive,17863,1
60,Company Invited,3,7,Salaried,Female,3,5,Deluxe,3,Unmarried,2,0,5,1,1,Manager,24151,0
35,Self Enquiry,1,14,Salaried,Female,3,4,Standard,4,Single,2,0,5,0,1,Senior Manager,30672,0
37,Self Enquiry,1,9,Small Business,Male,4,4,Basic,3,Single,6,0,5,1,1,Executive,21197,0
34,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Single,2,0,3,1,1,Executive,21178,0
43,Company Invited,1,26,Small Business,Male,3,3,Basic,3,Married,8,1,3,1,2,Executive,21437,1
37,Company Invited,1,25,Salaried,Male,4,4,Deluxe,3,Unmarried,4,0,3,1,1,Manager,26457,0
30,Self Enquiry,1,34,Small Business,Female,4,4,Deluxe,3,Divorced,6,0,2,1,1,Manager,23013,0
55,Self Enquiry,1,9,Large Business,Female,3,4,Standard,3,Married,2,0,4,0,1,Senior Manager,32227,0
56,Self Enquiry,1,29,Large Business,Male,4,5,Basic,4,Married,7,0,1,1,2,Executive,22215,0
35,Company Invited,1,17,Salaried,Male,3,2,Deluxe,3,Married,3,0,4,1,1,Manager,23402,0
33,Self Enquiry,1,7,Salaried,Male,4,4,Basic,5,Unmarried,3,0,2,0,3,Executive,21634,0
24,Company Invited,1,15,Salaried,Male,2,4,Basic,4,Married,2,0,5,1,0,Executive,17694,0
40,Self Enquiry,3,16,Small Business,Male,3,4,Standard,4,Married,3,0,4,0,0,Senior Manager,24705,0
36,Self Enquiry,2,19,Salaried,Male,2,3,Basic,4,Divorced,5,0,3,1,0,Executive,17143,0
43,Self Enquiry,1,7,Salaried,Female,4,4,Basic,5,Married,5,0,3,0,3,Executive,21254,0
32,Company Invited,3,27,Small Business,Female,3,4,Deluxe,3,Divorced,3,0,2,1,1,Manager,25610,0
31,Company Invited,1,9,Small Business,Male,3,3,Standard,3,Married,1,0,4,1,2,Senior Manager,28675,0
28,Self Enquiry,1,15,Small Business,Female,3,3,Basic,3,Married,6,0,3,1,1,Executive,17377,0
38,Self Enquiry,1,8,Small Business,Male,3,3,Basic,3,Divorced,7,1,4,0,0,Executive,18057,0
56,Self Enquiry,1,15,Small Business,Male,2,3,Super Deluxe,3,Married,1,0,4,0,0,AVP,26103,0
34,Self Enquiry,3,9,Small Business,Male,4,4,Deluxe,3,Married,3,0,3,1,2,Manager,24183,0
36,Company Invited,3,17,Large Business,Female,3,3,Standard,3,Divorced,1,0,5,0,0,Senior Manager,24738,0
56,Self Enquiry,1,15,Small Business,Female,3,4,Super Deluxe,3,Married,4,1,3,1,2,AVP,33434,0
51,Self Enquiry,3,33,Salaried,Male,2,3,Deluxe,3,Single,2,1,5,1,1,Manager,29026,1
54,Self Enquiry,3,13,Small Business,Male,3,4,Deluxe,3,Divorced,4,1,5,0,1,Manager,20984,0
35,Self Enquiry,1,6,Salaried,Female,2,1,Basic,3,Single,4,0,3,0,0,Executive,17506,0
42,Self Enquiry,3,7,Small Business,Male,3,2,Standard,5,Married,3,0,3,1,2,Senior Manager,27070,0
38,Self Enquiry,3,20,Salaried,Male,3,3,Deluxe,4,Married,1,0,5,1,2,Manager,24924,0
26,Self Enquiry,3,11,Salaried,Female,1,4,Basic,3,Single,1,0,1,0,0,Executive,17966,0
